service_category,provider_id,provider_name,payer,total_claims,total_paid,total_allowed,denial_rate,avg_paid_per_claim,benchmark_total,paid_share,benchmark_variance_amount,benchmark_variance_pct
Outpatient,PRV020,Provider Group 20,Commercial,53,81679.42,93610.53,0.018867924528301886,1541.1211320754717,70015.83,0.003767446779363789,23594.699999999997,0.33699093476432396
Outpatient,PRV018,Provider Group 18,Commercial,50,80593.23,93199.90000000001,0.02,1611.8645999999999,70798.08,0.0037173464846105065,22401.820000000007,0.3164184678454558
Inpatient,PRV035,Provider Group 35,Medicare Advantage,17,80321.2,102449.51,0.058823529411764705,4724.7764705882355,96717.78,0.0037047991557069672,5731.729999999996,0.05926242310359063
Inpatient,PRV007,Provider Group 07,Medicare Advantage,14,80246.47,92278.12,0.0,5731.890714285714,83529.57,0.0037013522495239677,8748.549999999988,0.10473596356356184
Outpatient,PRV011,Provider Group 11,Commercial,57,80144.21,92085.07,0.017543859649122806,1406.0387719298246,69395.54,0.003696635527641543,22689.530000000013,0.326959484716165
Inpatient,PRV023,Provider Group 23,Medicare Advantage,15,77814.17,90722.58,0.0,5187.611333333333,85753.31999999999,0.003589162902422255,4969.260000000009,0.057948310339471516
Inpatient,PRV031,Provider Group 31,Medicare Advantage,14,76498.55,87444.88,0.0,5464.182142857143,82590.36,0.003528480195176457,4854.520000000004,0.05877828841041502
Outpatient,PRV023,Provider Group 23,Commercial,61,74984.91,92910.2,0.08196721311475409,1229.2608196721312,68921.9,0.0034586638553552856,23988.300000000003,0.3480504745226119
Outpatient,PRV001,Provider Group 01,Commercial,53,73786.42,84864.86,0.05660377358490566,1392.196603773585,66355.23,0.0034033837457438346,18509.630000000005,0.27894756750899674
Outpatient,PRV014,Provider Group 14,Commercial,52,72544.23,84154.82,0.038461538461538464,1395.081346153846,63463.65,0.0033460879824431414,20691.170000000006,0.3260318308196898
Outpatient,PRV028,Provider Group 28,Commercial,54,72525.92,86872.84,0.05555555555555555,1343.0725925925926,67651.09,0.0033452434373847885,19221.75,0.2841306769780058
Inpatient,PRV011,Provider Group 11,Medicare Advantage,13,72196.62,87525.18,0.07692307692307693,5553.586153846153,82546.33,0.0033300545412779784,4978.849999999991,0.06031582506454244
Outpatient,PRV010,Provider Group 10,Commercial,47,71957.23,81325.34,0.0,1531.0048936170213,63473.68,0.0033190127257935894,17851.659999999996,0.2812450766995075
Outpatient,PRV025,Provider Group 25,Commercial,46,71691.78,82642.01,0.021739130434782608,1558.516956521739,62393.86,0.003306768898063396,20248.149999999994,0.32452151541834395
Outpatient,PRV007,Provider Group 07,Commercial,46,70336.29,81524.06999999999,0.021739130434782608,1529.0497826086955,62318.84,0.003244247195106154,19205.229999999996,0.3081769493783902
Inpatient,PRV001,Provider Group 01,Medicare Advantage,14,70307.91,94221.93,0.14285714285714285,5021.993571428572,90769.95,0.003242938173328106,3451.979999999996,0.03802998679629102
Inpatient,PRV026,Provider Group 26,Managed Medicaid,14,69493.69,84274.04,0.07142857142857142,4963.835,98816.54000000001,0.00320538243999046,-14542.500000000015,-0.14716665853712357
Outpatient,PRV006,Provider Group 06,Commercial,52,69117.76,79510.92,0.019230769230769232,1329.1876923076923,59876.11,0.0031880427445351513,19634.809999999998,0.3279239416187858
Outpatient,PRV024,Provider Group 24,Commercial,51,68835.56,80717.07,0.0196078431372549,1349.716862745098,61316.9,0.003175026326432079,19400.170000000006,0.3163918919580084
Outpatient,PRV002,Provider Group 02,Commercial,49,67872.36,78465.63,0.02040816326530612,1385.1502040816326,59802.07,0.003130598920631656,18663.560000000005,0.3120888624758308
Inpatient,PRV023,Provider Group 23,Commercial,11,67192.8,81521.92,0.09090909090909091,6108.436363636364,50967.31,0.0030992543526439736,30554.61,0.5994942640684784
Inpatient,PRV017,Provider Group 17,Managed Medicaid,13,66842.94,77173.17,0.0,5141.764615384615,94691.8,0.003083117130682454,-17518.630000000005,-0.1850068326930104
Outpatient,PRV036,Provider Group 36,Commercial,44,66610.8,76283.5,0.022727272727272728,1513.8818181818183,60992.19,0.003072409719986326,15291.309999999998,0.25070931212668374
Outpatient,PRV012,Provider Group 12,Commercial,54,65545.67,86012.62,0.07407407407407407,1213.8087037037037,67041.89,0.0030232808134869438,18970.729999999996,0.28296830533864714
Inpatient,PRV032,Provider Group 32,Medicare Advantage,11,64706.07,70708.63,0.0,5882.37,68688.42,0.002984554432766392,2020.2100000000064,0.029411216621375285
Inpatient,PRV034,Provider Group 34,Exchange,7,64656.11,77140.92,0.0,9236.587142857143,62477.3,0.0029822500378392856,14663.619999999995,0.23470316418923345
Outpatient,PRV040,Provider Group 40,Commercial,52,63875.3,75135.31,0.019230769230769232,1228.371153846154,56123.53,0.0029462353340155437,19011.78,0.33874882780894217
Outpatient,PRV008,Provider Group 08,Commercial,52,63103.34,78553.48,0.07692307692307693,1213.5257692307691,59834.43,0.0029106288346574713,18719.049999999996,0.31284746925808427
Outpatient,PRV027,Provider Group 27,Commercial,55,63037.59,75241.17,0.05454545454545454,1146.138,59535.06,0.0029075961291639314,15706.11,0.2638127852730811
Inpatient,PRV009,Provider Group 09,Medicare Advantage,12,62763.74,70297.90000000001,0.0,5230.3116666666665,66399.94,0.002894964853127339,3897.9600000000064,0.058704269913497004
Inpatient,PRV025,Provider Group 25,Medicare Advantage,12,62664.57,79343.23,0.08333333333333333,5222.0475,78971.34,0.0028903906568719115,371.8899999999994,0.004709176772231539
Inpatient,PRV015,Provider Group 15,Medicare Advantage,13,62237.92,68369.76,0.0,4787.532307692308,64189.73,0.0028707115116427266,4180.029999999992,0.06511991871596892
Outpatient,PRV026,Provider Group 26,Commercial,44,61982.12,69848.45,0.0,1408.6845454545455,55674.520000000004,0.0028589127882169083,14173.929999999993,0.2545855806210811
Outpatient,PRV030,Provider Group 30,Commercial,57,61905.61,77445.49,0.07017543859649122,1086.0633333333333,61517.18,0.0028553837798927905,15928.310000000005,0.2589245800929107
Inpatient,PRV008,Provider Group 08,Managed Medicaid,12,61442.65,76481.17,0.16666666666666666,5120.220833333334,79041.7,0.0028340298432343977,-2560.529999999999,-0.03239467268543059
Inpatient,PRV034,Provider Group 34,Medicare Advantage,11,61297.49,66023.71,0.0,5572.499090909091,62688.95,0.002827334367501435,3334.7600000000093,0.05319533984856995
Outpatient,PRV009,Provider Group 09,Commercial,42,61231.53,69013.98,0.0,1457.8935714285715,54486.12,0.0028242919758002354,14527.859999999993,0.2666341446225202
Inpatient,PRV010,Provider Group 10,Exchange,9,60767.01,71318.15000000001,0.0,6751.89,59728.86,0.0028028660844563683,11589.290000000008,0.19403166241579042
Outpatient,PRV039,Provider Group 39,Commercial,49,60526.71,71104.62,0.02040816326530612,1235.2389795918368,56850.83,0.0027917822954054527,14253.789999999994,0.2507226367671324
Inpatient,PRV038,Provider Group 38,Medicare Advantage,11,59970.759999999995,67142.08,0.0,5451.887272727272,66595.77,0.0027661392137456257,546.3099999999977,0.008203373877950471
Inpatient,PRV019,Provider Group 19,Medicare Advantage,15,59796.67,81734.41,0.13333333333333333,3986.4446666666668,77409.94,0.0027581093475955057,4324.470000000001,0.05586453109251862
Inpatient,PRV035,Provider Group 35,Managed Medicaid,11,59337.77,67811.34,0.0,5394.342727272727,81303.6,0.0027369426776185394,-13492.26000000001,-0.16594910926453452
Outpatient,PRV003,Provider Group 03,Commercial,48,58983.5,71404.56999999999,0.0625,1228.8229166666667,55116.87,0.00272060204529616,16287.69999999999,0.2955120637293081
Outpatient,PRV022,Provider Group 22,Commercial,51,58242.89,67269.07,0.0196078431372549,1142.0174509803921,49801.77,0.0026864415583673276,17467.30000000001,0.35073653004702465
Inpatient,PRV002,Provider Group 02,Exchange,9,58170.08,65729.52,0.0,6463.3422222222225,55062.97,0.002683083211797219,10666.550000000003,0.19371548610617995
Inpatient,PRV039,Provider Group 39,Managed Medicaid,11,57784.159999999996,66593.2,0.0,5253.105454545454,80076.37999999999,0.0026652827296060853,-13483.179999999993,-0.16837899015914548
Outpatient,PRV021,Provider Group 21,Commercial,61,57634.89,67642.52,0.01639344262295082,944.834262295082,50905.24,0.002658397680951778,16737.280000000006,0.3287928708321581
Outpatient,PRV035,Provider Group 35,Commercial,44,57208.56,66954.07,0.045454545454545456,1300.1945454545455,51678.76,0.002638733295658075,15275.310000000005,0.29558197603812486
Inpatient,PRV024,Provider Group 24,Medicare Advantage,8,57198.5,61256.799999999996,0.0,7149.8125,62000.15,0.002638269280186364,-743.3500000000058,-0.011989487122208669
Inpatient,PRV006,Provider Group 06,Medicare Advantage,11,57111.91,69085.77,0.09090909090909091,5191.991818181818,63621.49,0.0026342753338945675,5464.280000000006,0.08588733146614463
Outpatient,PRV015,Provider Group 15,Commercial,50,57036.78,66599.13,0.04,1140.7356,50881.43,0.002630809977792215,15717.700000000004,0.3089083777716154
Inpatient,PRV003,Provider Group 03,Medicare Advantage,13,56983.65,69163.76,0.07692307692307693,4383.357692307693,65603.37,0.002628359367254241,3560.3899999999994,0.054271449774607614
Outpatient,PRV034,Provider Group 34,Commercial,51,56782.08,72570.62,0.0784313725490196,1113.374117647059,56338.38,0.0026190619916446156,16232.239999999998,0.28812046068772296
Outpatient,PRV037,Provider Group 37,Commercial,45,56726.0,67543.7,0.044444444444444446,1260.5777777777778,51969.0,0.002616475312951418,15574.699999999997,0.2996921241509361
Inpatient,PRV014,Provider Group 14,Medicare Advantage,13,56506.91,63499.12,0.0,4346.6853846153845,60478.32,0.0026063698308741606,3020.800000000003,0.04994847740479568
Inpatient,PRV036,Provider Group 36,Medicare Advantage,9,55837.39,68603.03,0.1111111111111111,6204.154444444444,62742.44,0.0025754883558622215,5860.5899999999965,0.09340711008370087
Inpatient,PRV008,Provider Group 08,Medicare Advantage,11,55746.89,69987.35,0.09090909090909091,5067.899090909091,68164.34,0.0025713140616087557,1823.0100000000093,0.026744335821340153
Outpatient,PRV033,Provider Group 33,Commercial,52,55646.02,64431.22,0.019230769230769232,1070.1157692307693,48337.49,0.0025666614531960805,16093.730000000003,0.33294509086011714
Inpatient,PRV013,Provider Group 13,Managed Medicaid,15,54373.84,65681.18,0.13333333333333333,3624.9226666666664,79096.64,0.0025079824071919457,-13415.460000000006,-0.16960846883002875
Emergency,PRV009,Provider Group 09,Commercial,33,53925.88,61927.4,0.030303030303030304,1634.1175757575757,47929.13,0.0024873203425092656,13998.270000000004,0.2920618421406774
Outpatient,PRV032,Provider Group 32,Commercial,55,53724.14,64494.21,0.05454545454545454,976.8025454545455,48875.24,0.0024780151256839156,15618.970000000001,0.31956814943517414
Inpatient,PRV014,Provider Group 14,Managed Medicaid,12,53113.32,60716.16,0.0,4426.11,63027.09,0.002449841176336932,-2310.929999999993,-0.03666566233662372
Outpatient,PRV005,Provider Group 05,Commercial,39,51873.67,62603.43,0.07692307692307693,1330.0941025641025,47549.909999999996,0.0023926625700241263,15053.520000000004,0.3165835645114787
Inpatient,PRV028,Provider Group 28,Medicare Advantage,12,50881.96,57773.73,0.0,4240.163333333333,53867.4,0.0023469201462218655,3906.3300000000017,0.07251751523184712
Inpatient,PRV021,Provider Group 21,Medicare Advantage,13,50784.01,74402.39,0.15384615384615385,3906.462307692308,68354.68,0.0023424022222204625,6047.710000000006,0.08847543430822889
Inpatient,PRV016,Provider Group 16,Medicare Advantage,10,50386.479999999996,60990.97,0.1,5038.647999999999,54363.09,0.0023240662311201274,6627.880000000005,0.12191875038744128
Inpatient,PRV011,Provider Group 11,Managed Medicaid,9,50218.09,57152.64,0.0,5579.787777777778,55911.83,0.0023162992763207783,1240.8099999999977,0.02219226235306549
Emergency,PRV025,Provider Group 25,Commercial,29,49107.62,60515.74,0.06896551724137931,1693.3662068965518,48748.7,0.0022650790714628093,11767.04,0.24138161633028166
Inpatient,PRV009,Provider Group 09,Exchange,9,48132.37,64311.81,0.1111111111111111,5348.041111111112,52787.520000000004,0.002220095861841897,11524.289999999994,0.21831466983105083
Inpatient,PRV007,Provider Group 07,Exchange,8,47528.95,54450.229999999996,0.0,5941.11875,45552.31,0.0021922632360029315,8897.919999999998,0.19533411148633295
Outpatient,PRV031,Provider Group 31,Commercial,50,47218.89,55386.7,0.06,944.3778,43289.03,0.002177961781016969,12097.669999999998,0.2794627183838492
Emergency,PRV029,Provider Group 29,Commercial,29,46700.27,55069.95,0.034482758620689655,1610.3541379310343,43153.9,0.0021540405380806988,11916.049999999996,0.2761291563450811
Inpatient,PRV018,Provider Group 18,Medicare Advantage,10,45958.28,53016.200000000004,0.0,4595.8279999999995,48232.85,0.002119816398930101,4783.350000000006,0.09917203731481772
Outpatient,PRV019,Provider Group 19,Commercial,42,45864.12,52828.99,0.023809523809523808,1092.0028571428572,41360.55,0.002115473287914561,11468.439999999995,0.2772796783408343
Outpatient,PRV016,Provider Group 16,Commercial,39,45487.39,52058.77,0.0,1166.3433333333332,39478.76,0.002098096692620548,12580.009999999995,0.31865261218944047
Inpatient,PRV033,Provider Group 33,Medicare Advantage,11,45089.31,50889.47,0.0,4099.028181818182,41708.4,0.002079735332881104,9181.07,0.22012520259707874
Outpatient,PRV013,Provider Group 13,Commercial,48,45002.98,52369.58,0.041666666666666664,937.5620833333334,38844.31,0.002075753379036886,13525.270000000004,0.34819179437091313
Inpatient,PRV022,Provider Group 22,Managed Medicaid,11,44089.14,51021.45,0.0,4008.1036363636363,61210.87,0.002033602693284541,-10189.420000000006,-0.16646422440981487
Inpatient,PRV001,Provider Group 01,Exchange,6,43933.270000000004,50633.69,0.0,7322.211666666667,45877.14,0.00202641322096092,4756.550000000003,0.1036801770990956
Inpatient,PRV019,Provider Group 19,Managed Medicaid,7,43929.04,49435.649999999994,0.0,6275.577142857143,57260.49,0.002026218113063769,-7824.840000000004,-0.1366533887502535
Inpatient,PRV021,Provider Group 21,Managed Medicaid,12,43519.33,49426.31,0.0,3626.6108333333336,55190.73,0.0020073203219191558,-5764.4200000000055,-0.10444543857274592
Inpatient,PRV026,Provider Group 26,Medicare Advantage,9,43429.21,59285.12,0.1111111111111111,4825.467777777778,56706.71,0.0020031635550890746,2578.4100000000035,0.04546922224900728
Outpatient,PRV007,Provider Group 07,Medicare Advantage,31,43428.32,48897.13,0.0,1400.9135483870969,46614.28,0.0020031225040185157,2282.8499999999985,0.048973190189787304
Inpatient,PRV009,Provider Group 09,Managed Medicaid,10,43353.52,49067.26,0.0,4335.352,54602.75,0.001999672369099629,-5535.489999999998,-0.10137749472325108
Emergency,PRV007,Provider Group 07,Commercial,24,43269.87,52100.98,0.08333333333333333,1802.91125,39917.05,0.0019958140297150723,12183.93,0.30523122324921304
Outpatient,PRV006,Provider Group 06,Medicare Advantage,35,42783.74,47910.85,0.0,1222.3925714285713,44202.33,0.001973391381478195,3708.519999999997,0.08389874470418181
Inpatient,PRV020,Provider Group 20,Managed Medicaid,10,42079.66,46705.94,0.0,4207.966,52268.659999999996,0.001940915833434215,-5562.719999999994,-0.10642553300582021
Emergency,PRV026,Provider Group 26,Commercial,25,42044.1,49098.71,0.04,1681.764,36947.8,0.001939275635603792,12150.909999999996,0.32886694201007893
Inpatient,PRV040,Provider Group 40,Medicare Advantage,9,41963.47,47827.15,0.0,4662.607777777778,44394.55,0.0019355565931103453,3432.5999999999985,0.07732030170370008
Inpatient,PRV022,Provider Group 22,Medicare Advantage,8,41402.05,47325.34,0.0,5175.25625,39248.26,0.0019096612088033752,8077.0799999999945,0.20579460083071183
Inpatient,PRV023,Provider Group 23,Exchange,7,41000.85,44730.26,0.0,5857.2642857142855,36236.020000000004,0.0018911559396929828,8494.239999999998,0.23441426514280533
Outpatient,PRV009,Provider Group 09,Medicare Advantage,34,40824.08,46312.66,0.0,1200.7082352941177,43120.46,0.0018830024590832022,3192.2000000000044,0.07402982250189363
Outpatient,PRV001,Provider Group 01,Medicare Advantage,29,40453.39,45799.88,0.0,1394.9444827586208,42175.83,0.0018659044575714092,3624.0499999999956,0.0859271767739958
Inpatient,PRV029,Provider Group 29,Managed Medicaid,14,40215.979999999996,58488.33,0.21428571428571427,2872.5699999999997,80583.17,0.0018549539691878143,-22094.839999999997,-0.2741867811852028
Outpatient,PRV004,Provider Group 04,Medicare Advantage,22,39771.03,48172.65,0.045454545454545456,1807.7740909090908,40259.05,0.0018344307401482606,7913.5999999999985,0.19656698307585493
Inpatient,PRV008,Provider Group 08,Exchange,6,39661.78,45596.51,0.0,6610.296666666666,41343.9,0.001829391605925154,4252.610000000001,0.1028594302908047
Inpatient,PRV027,Provider Group 27,Medicare Advantage,9,39646.59,44661.26,0.0,4405.176666666666,43579.04,0.001828690970237749,1082.2200000000012,0.024833497938458515
Inpatient,PRV003,Provider Group 03,Managed Medicaid,11,39517.42,48934.62,0.09090909090909091,3592.4927272727273,56227.12,0.0018227330300308962,-7292.5,-0.12969719950088143
Inpatient,PRV005,Provider Group 05,Medicare Advantage,9,39386.25,44145.39,0.0,4376.25,42922.43,0.0018166828402272819,1222.9599999999991,0.02849232906897394
Inpatient,PRV024,Provider Group 24,Managed Medicaid,9,38984.28,46387.03,0.1111111111111111,4331.586666666666,57176.81,0.0017981420550221363,-10789.779999999999,-0.18870902381577426
Inpatient,PRV037,Provider Group 37,Managed Medicaid,10,38937.479999999996,45232.9,0.0,3893.7479999999996,45536.68,0.001795983414457913,-303.77999999999884,-0.006671105579062831
Inpatient,PRV036,Provider Group 36,Managed Medicaid,8,38849.46,46220.86,0.125,4856.1825,53423.65,0.0017919235097044318,-7202.790000000001,-0.13482399648844662
Emergency,PRV003,Provider Group 03,Commercial,24,38148.89,43589.31,0.041666666666666664,1589.5370833333334,33949.46,0.001759609859702768,9639.849999999999,0.28394707898152133
Inpatient,PRV016,Provider Group 16,Exchange,8,38069.850000000006,51396.07,0.25,4758.731250000001,42158.68,0.001755964155638747,9237.39,0.21911003854959404
Inpatient,PRV002,Provider Group 02,Managed Medicaid,9,37985.729999999996,43164.88,0.0,4220.636666666666,55863.96,0.0017520841375989504,-12699.080000000002,-0.2273215146223075
Outpatient,PRV017,Provider Group 17,Medicare Advantage,29,37676.47,45036.89,0.034482758620689655,1299.1886206896552,43915.840000000004,0.0017378195824516926,1121.0499999999956,0.0255272357308888
Emergency,PRV039,Provider Group 39,Commercial,23,37538.81,44939.48,0.043478260869565216,1632.1221739130433,32866.97,0.0017314700427065862,12072.510000000002,0.3673143584577465
Inpatient,PRV023,Provider Group 23,Managed Medicaid,11,37456.71,48156.35,0.09090909090909091,3405.1554545454546,53164.21,0.0017276831967595195,-5007.860000000001,-0.09419607664630023
Inpatient,PRV030,Provider Group 30,Medicare Advantage,10,37447.89,50402.69,0.1,3744.7889999999998,45435.92,0.0017272763760378005,4966.770000000004,0.10931373239498626
Outpatient,PRV025,Provider Group 25,Medicare Advantage,34,37432.6,44355.14,0.029411764705882353,1100.9588235294118,43831.94,0.0017265711278705576,523.1999999999971,0.011936501099426516
Outpatient,PRV023,Provider Group 23,Medicare Advantage,31,37334.77,42591.91,0.03225806451612903,1204.3474193548386,40919.86,0.00172205873884496,1672.050000000003,0.040861576750262654
Inpatient,PRV027,Provider Group 27,Exchange,5,36873.520000000004,41396.29,0.0,7374.704000000001,38343.28,0.0017007836755917988,3053.010000000002,0.07962307867245583
