provider_id,provider_name,region,total_claims,denied_claims,total_billed,total_allowed,total_paid,member_responsibility,member_months,unique_members,average_cost_per_claim,reimbursement_rate,allowed_rate,denial_rate,pmpm_contribution,benchmark_variance_amount,medicare_benchmark_total,benchmark_variance_pct,efficiency_score,efficiency_rank,financial_risk,reimbursement_deviation_score,reimbursement_deviation_severity,provider_cluster,provider_segment,provider_risk_score,provider_risk_tier,high_cost_provider_flag
PRV020,Provider Group 20,South,501,20,1160279.23,731465.19,625831.15,72813.81,9610,488,1249.1639720558883,0.5393797749874399,0.6304216873726163,0.03992015968063872,65.12290842872008,87627.89999999998,643837.29,0.13610255473086993,0.6025,28,Medium,13.610255473086994,Moderate,1,Moderate-risk provider segment,29.78,Moderate,0
PRV036,Provider Group 36,Northeast,508,23,1049956.85,670883.6,551489.82,66758.85,9587,490,1085.6098818897638,0.5252499852732042,0.6389630202422127,0.045275590551181105,57.52475435485553,98100.43,572783.17,0.17126974942367804,0.58375,25,Medium,17.126974942367802,Moderate,1,Moderate-risk provider segment,29.1,Moderate,0
PRV034,Provider Group 34,Midwest,507,18,1156484.21,732520.46,603563.92,70864.4,9597,488,1190.4613806706116,0.5218955129530044,0.6334029065558967,0.03550295857988166,62.89089507137648,98728.11,633792.35,0.15577359051430648,0.5475,22,Low,15.577359051430648,Moderate,1,Moderate-risk provider segment,28.99,Moderate,0
PRV016,Provider Group 16,Northeast,446,25,885149.16,567999.43,461898.37,56201.69,9602,431,1035.6465695067263,0.5218311114931182,0.6416991120457032,0.05605381165919283,48.10439179337638,90326.15999999999,477673.27,0.1890961158450419,0.61375,29,Medium,18.90961158450419,Moderate,0,Efficient provider segment,28.77,Moderate,0
PRV024,Provider Group 24,West,467,19,1056658.81,672766.5599999999,579332.32,66071.68000000001,9588,455,1240.540299785867,0.5482681017915328,0.636692330232878,0.04068522483940043,60.422644972882765,86016.10000000002,586750.46,0.14659741383074507,0.5837500000000001,26,Medium,14.659741383074506,Moderate,1,Moderate-risk provider segment,28.74,Moderate,0
PRV029,Provider Group 29,Northeast,548,21,1326824.05,788252.8,661880.04,87013.2,9584,537,1207.810291970803,0.4988453744111738,0.5940899247341801,0.03832116788321168,69.06093906510851,84410.6,703842.2,0.1199283021108993,0.5549999999999999,23,Medium,11.992830211089931,Moderate,3,Denial-risk provider segment,27.94,Moderate,1
PRV007,Provider Group 07,South,492,13,1082675.62,681034.95,583401.15,69781.96,9607,482,1185.7746951219513,0.5388512858542063,0.629029542569731,0.026422764227642278,60.72667325908192,99861.18999999997,581173.76,0.1718267356048559,0.53375,20,Low,17.18267356048559,Moderate,1,Moderate-risk provider segment,27.4,Moderate,0
PRV006,Provider Group 06,West,511,28,936685.31,601109.35,483570.88,57191.36,9604,496,946.3226614481409,0.5162575678698323,0.6417409812907175,0.0547945205479452,50.35098708871303,94333.34000000001,506776.01,0.18614405208328627,0.52375,19,Low,18.614405208328627,Moderate,0,Efficient provider segment,27.19,Moderate,0
PRV014,Provider Group 14,West,520,26,952645.26,596106.48,508204.07,56892.78,9596,503,977.3155192307693,0.5334662243530188,0.6257381472721546,0.05,52.959990621092125,88483.76000000001,507622.72,0.1743100860418541,0.535,21,Low,17.43100860418541,Moderate,0,Efficient provider segment,25.93,Moderate,0
PRV018,Provider Group 18,Northeast,505,16,1090648.61,688529.87,585344.9400000001,67302.12,9598,493,1159.098891089109,0.5366943437446824,0.631303119709656,0.031683168316831684,60.98613669514483,91062.24000000002,597467.63,0.15241367971684092,0.49125,17,Low,15.241367971684092,Moderate,1,Moderate-risk provider segment,25.35,Moderate,0
PRV026,Provider Group 26,Northeast,535,24,1101509.01,683253.16,567010.77,71425.62,9612,522,1059.833214953271,0.5147581770574895,0.6202883079458424,0.044859813084112146,58.98988451935082,83022.29999999999,600230.86,0.13831728012118535,0.4725,16,Low,13.831728012118536,Moderate,3,Denial-risk provider segment,23.75,Low,0
PRV040,Provider Group 40,South,532,15,970067.73,606906.37,521013.97,57845.18,9606,515,979.3495676691729,0.5370903019318043,0.62563298544113,0.02819548872180451,54.23838954819904,95689.61999999998,511216.75,0.18718013445373216,0.45125000000000004,13,Low,18.718013445373217,Moderate,0,Efficient provider segment,21.97,Low,0
PRV030,Provider Group 30,South,453,19,849763.06,548292.3,455749.69,52276.74,9612,442,1006.0699558498897,0.5363256082230734,0.6452296243614073,0.04194260485651214,47.41465771951727,84086.00000000001,464206.3,0.1811392908713217,0.47,15,Low,18.11392908713217,Moderate,0,Efficient provider segment,21.85,Low,0
PRV003,Provider Group 03,West,503,21,947349.73,589187.67,499898.79,55085.63,9594,485,993.8345725646122,0.5276813558599948,0.6219325887177907,0.041749502982107355,52.10535647279549,82663.75,506523.92,0.1631981170800384,0.43625,12,Low,16.31981170800384,Moderate,0,Efficient provider segment,21.29,Low,0
PRV035,Provider Group 35,South,494,26,1093431.87,667685.05,523886.01,70451.81,9585,486,1060.4979959514171,0.47912085276972943,0.6106325124765204,0.05263157894736842,54.65686071987481,72770.36,594914.69,0.12232066416110855,0.50375,18,Low,12.232066416110856,Moderate,3,Denial-risk provider segment,20.91,Low,0
PRV005,Provider Group 05,Northeast,527,26,965801.06,611194.51,509814.36,58607.65,9609,511,967.3896774193548,0.5278668466153889,0.632836859798021,0.04933586337760911,53.055922572588194,78092.54,533101.97,0.14648705950195606,0.41875,11,Low,14.648705950195605,Moderate,0,Efficient provider segment,20.88,Low,0
PRV008,Provider Group 08,South,489,26,968969.85,593574.6,494908.57,57104.72,9597,476,1012.0829652351738,0.5107574502963121,0.6125831469369248,0.053169734151329244,51.56909138272377,72006.34,521568.26,0.1380573656840238,0.4625,14,Low,13.805736568402379,Moderate,0,Efficient provider segment,20.79,Low,0
PRV037,Provider Group 37,Northeast,471,22,781626.65,490618.65,411956.57,49309.25,9598,452,874.6423991507431,0.5270503123198269,0.6276892554776632,0.04670912951167728,42.92108460095854,79329.33999999998,411289.31,0.1928796544699885,0.37375,9,Low,19.28796544699885,Moderate,0,Efficient provider segment,19.65,Low,0
PRV027,Provider Group 27,South,510,26,909921.02,564916.68,470065.4,55404.9,9606,496,921.6968627450981,0.5166002209730247,0.6208414440189546,0.050980392156862744,48.93456173225068,75472.54999999999,489444.13,0.15420054174518344,0.38000000000000006,10,Low,15.420054174518343,Moderate,0,Efficient provider segment,19.19,Low,0
PRV022,Provider Group 22,Midwest,456,19,832457.47,512959.05,435936.5,50833.98,9602,447,956.001096491228,0.5236742004369305,0.6161985068138076,0.041666666666666664,45.40059362632785,78213.26999999999,434745.78,0.17990576009731477,0.37375,9,Low,17.990576009731477,Moderate,0,Efficient provider segment,19.19,Low,0
PRV021,Provider Group 21,South,530,25,858120.36,534323.71,442876.47,53414.65,9595,515,835.6159811320754,0.516100643504135,0.6226675591288848,0.04716981132075472,46.15700573215216,78739.86,455583.85,0.172832860515139,0.32375000000000004,7,Low,17.283286051513898,Moderate,0,Efficient provider segment,17.47,Low,0
PRV033,Provider Group 33,Midwest,495,19,760109.89,490270.09,416570.01,49009.8,9599,478,841.5555757575758,0.5480391920699782,0.644998961926413,0.03838383838383838,43.397229919783314,79962.2,410307.89,0.19488340816453711,0.28,4,Low,19.48834081645371,Moderate,0,Efficient provider segment,16.86,Low,0
PRV032,Provider Group 32,West,521,23,877569.73,550711.99,460766.51,53736.49,9603,509,884.3886948176583,0.525048317243121,0.627542144143919,0.044145873320537425,47.981517234197646,75403.08000000002,475308.91,0.15864015677719995,0.31875000000000003,6,Low,15.864015677719994,Moderate,0,Efficient provider segment,16.33,Low,0
PRV019,Provider Group 19,West,469,17,929988.9299999999,575869.48,484003.42,58093.32,9592,456,1031.9902345415778,0.5204399798608356,0.6192218653613436,0.03624733475479744,50.45907214345288,71851.82,504017.66000000003,0.1425581397286754,0.33874999999999994,8,Low,14.25581397286754,Moderate,0,Efficient provider segment,15.93,Low,0
PRV015,Provider Group 15,Midwest,461,26,838455.11,522411.61,431192.52,51095.27,9606,442,935.3416919739697,0.5142702511527422,0.6230644953669613,0.05639913232104121,44.88783260462211,62901.549999999996,459510.06,0.13688829794063703,0.3125,5,Low,13.688829794063704,Moderate,0,Efficient provider segment,15.88,Low,0
PRV031,Provider Group 31,South,502,24,823857.42,516687.22,431558.95,52299.38,9607,485,859.6791832669323,0.5238272297165206,0.6271561164066471,0.04780876494023904,44.92130217549703,66974.33,449712.89,0.14892686309258335,0.26,3,Low,14.892686309258336,Moderate,0,Efficient provider segment,13.47,Low,0
PRV013,Provider Group 13,South,517,18,846188.75,516466.52,440249.39,47026.07,9613,501,851.5462088974855,0.5202732723638787,0.6103443469320528,0.03481624758220503,45.79729428898367,70664.22999999998,445802.29000000004,0.15851024453014806,0.185,2,Low,15.851024453014805,Moderate,0,Efficient provider segment,11.28,Low,0
PRV028,Provider Group 28,Northeast,502,14,804099.49,504071.04,435444.43,49662.16,9594,490,867.4191832669322,0.541530538714805,0.6268764577875805,0.027888446215139442,45.387161767771524,65246.189999999995,438824.85,0.14868389973813015,0.145,1,Low,14.868389973813015,Moderate,0,Efficient provider segment,7.51,Low,0
