provider_id,provider_name,service_category,baseline_paid_amount,simulated_paid_amount,baseline_benchmark_variance,simulated_benchmark_variance,member_months,total_claims,dollar_impact,percent_impact,pmpm_impact,benchmark_variance_impact,scenario_name,risk_rank,scenario_type
PRV020,Provider Group 20,Inpatient,340001.81,374001.99100000004,37140.35,76192.75500000003,9544,52,34000.18100000004,0.10000000000000012,3.5624665758591827,39052.405000000035,Utilization change +10%,11,utilization_change
PRV024,Provider Group 24,Inpatient,318649.64,350514.60400000005,47372.09,83714.78400000003,9536,44,31864.964000000036,0.1000000000000001,3.341544043624165,36342.69400000003,Utilization change +10%,12,utilization_change
PRV038,Provider Group 38,Inpatient,312191.36,343410.49600000004,48958.49999999999,85190.95600000002,9573,57,31219.136000000057,0.10000000000000019,3.2611653609109013,36232.45600000003,Utilization change +10%,13,utilization_change
PRV001,Provider Group 01,Inpatient,310240.05,341264.05500000005,61088.96,100914.94100000004,9552,55,31024.005000000063,0.1000000000000002,3.2479067211055344,39825.981000000036,Utilization change +10%,14,utilization_change
PRV025,Provider Group 25,Inpatient,289039.02,317942.922,51481.23,85124.00100000003,9555,47,28903.902000000002,0.1,3.025002825745683,33642.77100000003,Utilization change +10%,15,utilization_change
PRV036,Provider Group 36,Inpatient,288424.65,317267.11500000005,55633.01000000001,90834.62200000003,9445,43,28842.465000000026,0.10000000000000007,3.0537284277395473,35201.61200000002,Utilization change +10%,16,utilization_change
PRV026,Provider Group 26,Inpatient,282363.18,310599.498,41297.04,76426.73700000004,9487,52,28236.31800000003,0.1000000000000001,2.976316854643199,35129.69700000004,Utilization change +10%,17,utilization_change
PRV019,Provider Group 19,Inpatient,278050.89,305855.97900000005,41398.3,74762.52500000002,9592,50,27805.089000000036,0.10000000000000013,2.898779086738953,33364.22500000002,Utilization change +10%,18,utilization_change
PRV007,Provider Group 07,Inpatient,276235.6,303859.16000000003,48844.22,81081.04200000003,9561,45,27623.560000000056,0.10000000000000021,2.8891915071645284,32236.82200000003,Utilization change +10%,19,utilization_change
PRV018,Provider Group 18,Inpatient,272146.29,299360.91900000005,48694.35,80747.95600000003,9543,44,27214.629000000074,0.10000000000000028,2.8517896887771217,32053.606000000036,Utilization change +10%,20,utilization_change
PRV003,Provider Group 03,Inpatient,262253.31,288478.641,44261.94,75335.16600000003,9564,55,26225.331000000006,0.10000000000000002,2.742088143036387,31073.226000000024,Utilization change +10%,21,utilization_change
PRV016,Provider Group 16,Inpatient,260332.0,286365.2,50256.85,82968.21800000002,9574,53,26033.20000000001,0.10000000000000005,2.719156047628996,32711.368000000024,Utilization change +10%,22,utilization_change
PRV035,Provider Group 35,Inpatient,259439.97999999998,285383.978,36882.329999999994,71606.56700000002,9445,48,25943.99800000002,0.10000000000000009,2.746849973530971,34724.23700000003,Utilization change +10%,23,utilization_change
PRV005,Provider Group 05,Inpatient,258998.18,284897.998,40193.87,70947.59200000003,9452,50,25899.81800000003,0.10000000000000012,2.740141557342364,30753.72200000003,Utilization change +10%,24,utilization_change
PRV014,Provider Group 14,Inpatient,254592.37,280051.607,43707.31,72577.06400000003,9576,50,25459.237000000023,0.10000000000000009,2.658650480367588,28869.75400000003,Utilization change +10%,25,utilization_change
PRV040,Provider Group 40,Inpatient,249893.75,274883.125,51110.439999999995,79772.78300000001,9580,46,24989.375,0.1,2.608494258872651,28662.343000000015,Utilization change +10%,26,utilization_change
PRV013,Provider Group 13,Inpatient,247863.57,272649.927,36276.09,65175.21000000002,9588,55,24786.357000000018,0.10000000000000007,2.5851436170212785,28899.120000000024,Utilization change +10%,27,utilization_change
PRV008,Provider Group 08,Inpatient,246361.28,270997.40800000005,29976.99,59146.70800000002,9542,41,24636.128000000055,0.10000000000000023,2.5818620834206722,29169.71800000002,Utilization change +10%,28,utilization_change
PRV021,Provider Group 21,Inpatient,243098.94,267408.83400000003,45020.29000000001,74848.65600000003,9595,59,24309.89400000003,0.10000000000000012,2.5336002084419,29828.366000000024,Utilization change +10%,29,utilization_change
PRV032,Provider Group 32,Inpatient,241691.06999999998,265860.177,40400.88,69612.35100000002,9591,49,24169.107000000047,0.1000000000000002,2.519977791679705,29211.471000000027,Utilization change +10%,30,utilization_change
PRV031,Provider Group 31,Inpatient,241368.36000000002,265505.196,43393.48,72634.39200000002,9607,50,24136.83599999998,0.09999999999999992,2.5124217757884857,29240.91200000002,Utilization change +10%,31,utilization_change
PRV015,Provider Group 15,Inpatient,229400.91,252341.00100000002,32043.150000000005,59838.44700000003,9589,46,22940.091000000015,0.10000000000000006,2.39233402857441,27795.297000000024,Utilization change +10%,32,utilization_change
PRV030,Provider Group 30,Inpatient,223864.96,246251.456,48583.72,75594.76600000003,9595,43,22386.496000000014,0.10000000000000006,2.3331418447107883,27011.04600000003,Utilization change +10%,33,utilization_change
PRV023,Provider Group 23,Inpatient,223464.53,245810.98300000004,39010.25,65523.36100000002,9570,44,22346.453000000038,0.10000000000000017,2.3350525600835983,26513.11100000002,Utilization change +10%,34,utilization_change
PRV006,Provider Group 06,Inpatient,221242.38,243366.61800000002,50288.94,79084.28300000002,9604,38,22124.238000000012,0.10000000000000005,2.3036482715535205,28795.343000000023,Utilization change +10%,35,utilization_change
PRV027,Provider Group 27,Inpatient,219946.11000000002,241940.72100000002,33677.159999999996,60384.83800000002,9569,44,21994.611000000004,0.10000000000000002,2.2985276413418334,26707.67800000002,Utilization change +10%,36,utilization_change
PRV033,Provider Group 33,Inpatient,207620.47,228382.51700000002,46282.32,70646.73100000003,9326,42,20762.04700000002,0.1000000000000001,2.226254235470729,24364.41100000003,Utilization change +10%,37,utilization_change
PRV022,Provider Group 22,Inpatient,204240.66,224664.72600000002,37026.57,60876.186000000016,9551,36,20424.06600000002,0.1000000000000001,2.1384217359438824,23849.616000000016,Utilization change +10%,38,utilization_change
PRV037,Provider Group 37,Inpatient,191901.28,211091.40800000002,42437.35,64845.12300000002,9586,41,19190.128000000026,0.10000000000000013,2.0018910911746324,22407.773000000023,Utilization change +10%,39,utilization_change
PRV028,Provider Group 28,Inpatient,177132.61,194845.871,23534.04,43559.328000000016,9446,36,17713.261000000028,0.10000000000000016,1.8752128943468165,20025.288000000015,Utilization change +10%,40,utilization_change
PRV004,Provider Group 04,Outpatient,175281.42,192809.562,50784.28,71897.82500000001,9498,93,17528.141999999993,0.09999999999999995,1.845456096020214,21113.545000000013,Utilization change +10%,41,utilization_change
PRV017,Provider Group 17,Outpatient,170629.29,187692.219,24865.27,47226.27700000002,9536,129,17062.929000000004,0.10000000000000002,1.789317218959732,22361.007000000016,Utilization change +10%,42,utilization_change
PRV029,Provider Group 29,Outpatient,158543.01,174397.31100000002,14153.54,33147.95700000002,9551,128,15854.301000000007,0.10000000000000003,1.6599624123128476,18994.417000000016,Utilization change +10%,43,utilization_change
PRV018,Provider Group 18,Outpatient,150775.55,165853.105,21586.070000000003,39183.85400000002,9598,111,15077.555000000022,0.10000000000000016,1.5709059178995648,17597.784000000018,Utilization change +10%,44,utilization_change
PRV020,Provider Group 20,Outpatient,143634.42,157997.86200000002,22613.620000000003,39385.78000000001,9605,110,14363.44200000001,0.10000000000000006,1.4954130140551807,16772.16000000001,Utilization change +10%,45,utilization_change
PRV001,Provider Group 01,Outpatient,141486.48,155635.12800000003,18599.17,35013.35500000002,9535,115,14148.648000000016,0.1000000000000001,1.4838644992134258,16414.18500000002,Utilization change +10%,46,utilization_change
PRV007,Provider Group 07,Outpatient,141076.36000000002,155183.996,21638.87,37889.915000000015,9607,105,14107.635999999999,0.09999999999999998,1.468474653898199,16251.045000000016,Utilization change +10%,47,utilization_change
PRV006,Provider Group 06,Outpatient,140839.31,154923.241,22767.23,39021.803000000014,9581,122,14083.931000000011,0.10000000000000009,1.4699854921198217,16254.573000000015,Utilization change +10%,48,utilization_change
PRV025,Provider Group 25,Outpatient,140221.17,154243.287,17303.07,33831.661000000015,9511,113,14022.116999999998,0.09999999999999998,1.4743052255283355,16528.591000000015,Utilization change +10%,49,utilization_change
PRV024,Provider Group 24,Outpatient,135488.75,149037.625,20031.55,36193.40100000001,9556,116,13548.875,0.1,1.417839577228966,16161.851000000013,Utilization change +10%,50,utilization_change
PRV023,Provider Group 23,Outpatient,135086.6,148595.26,26594.850000000002,43208.76400000002,9584,121,13508.660000000003,0.10000000000000002,1.4095012520868118,16613.914000000015,Utilization change +10%,51,utilization_change
PRV009,Provider Group 09,Outpatient,134039.1,147443.01,16314.15,31598.335000000014,9538,109,13403.910000000003,0.10000000000000002,1.4053166282239467,15284.185000000014,Utilization change +10%,52,utilization_change
PRV011,Provider Group 11,Outpatient,133136.46,146450.106,23137.59,38445.20400000001,9596,113,13313.646000000008,0.10000000000000006,1.3874162150896214,15307.614000000012,Utilization change +10%,53,utilization_change
PRV010,Provider Group 10,Outpatient,129386.07,142324.67700000003,20010.32,35027.140000000014,9575,109,12938.607000000018,0.10000000000000013,1.3512905483028739,15016.820000000014,Utilization change +10%,54,utilization_change
PRV035,Provider Group 35,Outpatient,129216.14,142137.75400000002,13173.100000000002,29097.863000000016,9578,112,12921.614000000016,0.10000000000000013,1.3490931300897908,15924.763000000014,Utilization change +10%,55,utilization_change
PRV038,Provider Group 38,Outpatient,128372.37,141209.60700000002,27993.4,43670.112000000016,9546,116,12837.237000000023,0.10000000000000019,1.3447765556253952,15676.712000000014,Utilization change +10%,56,utilization_change
PRV012,Provider Group 12,Outpatient,126159.66,138775.62600000002,19732.92,35690.51100000001,9600,110,12615.966000000015,0.10000000000000012,1.3141631250000017,15957.591000000015,Utilization change +10%,57,utilization_change
PRV026,Provider Group 26,Outpatient,124313.39,136744.72900000002,14747.869999999999,28963.201000000012,9578,105,12431.339000000022,0.10000000000000017,1.2979055126331198,14215.331000000013,Utilization change +10%,58,utilization_change
PRV039,Provider Group 39,Outpatient,124281.15,136709.265,12598.199999999999,26866.17400000001,9586,109,12428.11500000002,0.10000000000000016,1.296486021281037,14267.974000000011,Utilization change +10%,59,utilization_change
PRV014,Provider Group 14,Outpatient,124038.67,136442.537,18931.06,33387.335000000014,9596,105,12403.867000000013,0.1000000000000001,1.2926080658607766,14456.275000000012,Utilization change +10%,60,utilization_change
PRV040,Provider Group 40,Outpatient,123131.75,135444.92500000002,18750.28,33230.58200000001,9606,116,12313.175000000017,0.10000000000000014,1.281821257547368,14480.30200000001,Utilization change +10%,61,utilization_change
PRV027,Provider Group 27,Outpatient,121339.6,133473.56,19523.8,33839.871000000014,9525,119,12133.959999999992,0.09999999999999992,1.273906561679789,14316.071000000014,Utilization change +10%,62,utilization_change
PRV002,Provider Group 02,Outpatient,120305.01,132335.51100000003,17291.87,31629.156000000014,9607,106,12030.501000000033,0.10000000000000028,1.2522640782762604,14337.286000000015,Utilization change +10%,63,utilization_change
PRV036,Provider Group 36,Outpatient,119971.08,131968.18800000002,17067.13,31357.898000000012,9587,99,11997.108000000022,0.10000000000000019,1.2513933451548995,14290.768000000011,Utilization change +10%,64,utilization_change
PRV034,Provider Group 34,Outpatient,119391.99,131331.189,15685.339999999998,30507.10400000001,9527,108,11939.199000000008,0.10000000000000006,1.2531960743151052,14821.764000000012,Utilization change +10%,65,utilization_change
PRV030,Provider Group 30,Outpatient,118931.86,130825.04600000002,17565.100000000002,31939.673000000013,9612,115,11893.186000000016,0.10000000000000013,1.2373268830628399,14374.573000000011,Utilization change +10%,66,utilization_change
PRV022,Provider Group 22,Outpatient,116422.6,128064.86000000002,22195.87,35850.31300000001,9547,115,11642.26000000001,0.10000000000000007,1.2194678956740348,13654.44300000001,Utilization change +10%,67,utilization_change
PRV028,Provider Group 28,Outpatient,116227.49,127850.23900000002,18237.21,32057.310000000012,9522,108,11622.74900000001,0.10000000000000009,1.2206205629069535,13820.100000000013,Utilization change +10%,68,utilization_change
PRV008,Provider Group 08,Outpatient,114807.38,126288.11800000002,19312.02,33273.04300000001,9597,103,11480.738000000012,0.1000000000000001,1.1962840470980527,13961.023000000012,Utilization change +10%,69,utilization_change
PRV005,Provider Group 05,Outpatient,108127.03,118939.73300000001,13696.36,26726.90600000001,9601,98,10812.703000000009,0.10000000000000007,1.1262059160504123,13030.54600000001,Utilization change +10%,70,utilization_change
PRV032,Provider Group 32,Outpatient,107619.3,118381.23000000001,15385.5,27926.61700000001,9586,124,10761.930000000008,0.10000000000000006,1.1226716044231178,12541.11700000001,Utilization change +10%,71,utilization_change
PRV015,Provider Group 15,Outpatient,105828.5,116411.35,17223.6,29556.87800000001,9568,103,10582.850000000006,0.10000000000000006,1.1060670986622079,12333.278000000013,Utilization change +10%,72,utilization_change
PRV037,Provider Group 37,Outpatient,105304.24,115834.664,16948.219999999998,29521.97400000001,9575,99,10530.423999999999,0.09999999999999999,1.09978318537859,12573.754000000012,Utilization change +10%,73,utilization_change
PRV021,Provider Group 21,Outpatient,98913.7,108805.07,16283.95,27894.06500000001,9565,118,9891.37000000001,0.1000000000000001,1.0341212754835347,11610.115000000009,Utilization change +10%,74,utilization_change
PRV003,Provider Group 03,Outpatient,98354.17,108189.58700000001,16384.3,27983.14300000001,9562,89,9835.417000000016,0.10000000000000016,1.028594122568502,11598.843000000012,Utilization change +10%,75,utilization_change
PRV013,Provider Group 13,Outpatient,93305.1,102635.61000000002,15065.82,26001.505000000012,9613,111,9330.51000000001,0.10000000000000009,0.9706137522105491,10935.685000000012,Utilization change +10%,76,utilization_change
PRV019,Provider Group 19,Outpatient,93109.5,102420.45000000001,11493.190000000002,22235.031000000014,9584,98,9310.950000000012,0.10000000000000013,0.9715098080133568,10741.841000000011,Utilization change +10%,77,utilization_change
PRV033,Provider Group 33,Outpatient,92744.95999999999,102019.456,14333.54,25188.47700000001,9594,103,9274.496000000014,0.10000000000000016,0.9666975192828866,10854.937000000009,Utilization change +10%,78,utilization_change
PRV031,Provider Group 31,Outpatient,89901.95,98892.145,10906.289999999999,21489.18800000001,9538,106,8990.195000000007,0.10000000000000007,0.9425660515831419,10582.89800000001,Utilization change +10%,79,utilization_change
PRV016,Provider Group 16,Outpatient,89425.51,98368.061,14049.99,24681.95700000001,9593,93,8942.551000000007,0.10000000000000007,0.9321954550192856,10631.96700000001,Utilization change +10%,80,utilization_change
PRV025,Provider Group 25,Emergency,84413.61,92854.971,16691.050000000003,26737.91200000001,9562,52,8441.361000000004,0.10000000000000005,0.8828028655093081,10046.862000000008,Utilization change +10%,81,utilization_change
PRV039,Provider Group 39,Emergency,84131.2,92544.32,14564.54,25056.77400000001,9446,55,8413.12000000001,0.10000000000000012,0.8906542451831474,10492.234000000008,Utilization change +10%,82,utilization_change
PRV007,Provider Group 07,Emergency,78919.58,86811.53800000002,14886.119999999999,24365.851000000006,9542,48,7891.958000000013,0.10000000000000017,0.8270758750786013,9479.731000000007,Utilization change +10%,83,utilization_change
PRV029,Provider Group 29,Emergency,71479.39,78627.32900000001,10426.890000000001,18929.99000000001,9501,52,7147.939000000013,0.10000000000000019,0.7523354383749092,8503.100000000008,Utilization change +10%,84,utilization_change
PRV001,Provider Group 01,Emergency,70253.33,77278.663,12037.64,19968.302000000007,9563,40,7025.332999999999,0.09999999999999998,0.7346369340165219,7930.6620000000075,Utilization change +10%,85,utilization_change
PRV009,Provider Group 09,Emergency,69379.93,76317.92300000001,15552.559999999998,24026.550000000007,9472,51,6937.993000000017,0.10000000000000026,0.7324739231418936,8473.990000000009,Utilization change +10%,86,utilization_change
PRV026,Provider Group 26,Emergency,69264.3,76190.73000000001,12366.999999999998,20484.253000000004,9521,49,6926.430000000008,0.1000000000000001,0.7274897594790471,8117.253000000006,Utilization change +10%,87,utilization_change
PRV040,Provider Group 40,Emergency,69148.02,76062.82200000001,13255.74,21567.79600000001,9603,45,6914.802000000011,0.10000000000000014,0.7200668541080923,8312.05600000001,Utilization change +10%,88,utilization_change
PRV028,Provider Group 28,Emergency,67538.29,74292.119,9090.119999999999,17015.770000000008,9491,50,6753.8290000000125,0.1000000000000002,0.7116035191233814,7925.650000000009,Utilization change +10%,89,utilization_change
PRV003,Provider Group 03,Emergency,67205.53,73926.08300000001,10538.44,18211.476000000006,9566,52,6720.553000000014,0.10000000000000021,0.70254578716287,7673.0360000000055,Utilization change +10%,90,utilization_change
PRV017,Provider Group 17,Emergency,64058.72,70464.592,9910.460000000001,18221.160000000007,9451,39,6405.872000000003,0.10000000000000005,0.6777983282192364,8310.700000000006,Utilization change +10%,91,utilization_change
PRV034,Provider Group 34,Emergency,64006.55,70407.205,9158.100000000002,16733.68700000001,9511,49,6400.654999999999,0.09999999999999998,0.6729739249290294,7575.587000000007,Utilization change +10%,92,utilization_change
PRV018,Provider Group 18,Emergency,62887.47,69176.217,6629.9400000000005,14151.948000000006,9556,44,6288.747000000003,0.10000000000000005,0.6580940770196738,7522.008000000005,Utilization change +10%,93,utilization_change
PRV035,Provider Group 35,Emergency,61666.02,67832.622,11532.08,18959.689000000006,9543,45,6166.602000000006,0.1000000000000001,0.6461911348632512,7427.609000000006,Utilization change +10%,94,utilization_change
PRV005,Provider Group 05,Emergency,59247.57,65172.327000000005,12565.17,19907.105000000007,9482,43,5924.757000000005,0.10000000000000009,0.6248425437671382,7341.935000000007,Utilization change +10%,95,utilization_change
PRV016,Provider Group 16,Emergency,59057.13,64962.84300000001,16751.82,23958.682000000004,9602,45,5905.713000000011,0.10000000000000019,0.6150503020204136,7206.862000000005,Utilization change +10%,96,utilization_change
PRV012,Provider Group 12,Emergency,57468.84,63215.724,14131.02,21693.76000000001,9523,44,5746.8840000000055,0.1000000000000001,0.6034741152998011,7562.740000000009,Utilization change +10%,97,utilization_change
PRV020,Provider Group 20,Emergency,57197.97,62917.76700000001,13598.64,20900.628000000008,9557,43,5719.797000000006,0.1000000000000001,0.5984929371141577,7301.9880000000085,Utilization change +10%,98,utilization_change
PRV011,Provider Group 11,Emergency,56057.06,61662.766,7958.400000000001,14898.302000000005,9494,44,5605.706000000006,0.1000000000000001,0.5904472298293665,6939.902000000005,Utilization change +10%,99,utilization_change
PRV030,Provider Group 30,Emergency,55008.42,60509.262,9286.5,15871.060000000007,9525,42,5500.842000000004,0.10000000000000007,0.5775162204724413,6584.560000000007,Utilization change +10%,100,utilization_change
PRV027,Provider Group 27,Emergency,54661.53,60127.683000000005,11158.800000000001,17945.078000000005,9561,45,5466.153000000006,0.1000000000000001,0.5717135236899912,6786.278000000004,Utilization change +10%,101,utilization_change
PRV002,Provider Group 02,Emergency,53923.16,59315.476,7952.7,14757.501000000006,9499,43,5392.315999999999,0.09999999999999998,0.5676719654700494,6804.801000000006,Utilization change +10%,102,utilization_change
PRV038,Provider Group 38,Emergency,53814.35,59195.785,3482.050000000001,9894.637000000008,9552,42,5381.435000000005,0.10000000000000009,0.563383061139029,6412.587000000007,Utilization change +10%,103,utilization_change
PRV022,Provider Group 22,Emergency,53699.94,59069.93400000001,9262.960000000001,15636.339000000005,9597,44,5369.994000000006,0.1000000000000001,0.559549234135668,6373.379000000004,Utilization change +10%,104,utilization_change
PRV036,Provider Group 36,Emergency,53390.31,58729.34100000001,12440.710000000001,19567.121000000006,9580,40,5339.03100000001,0.10000000000000019,0.5573101252609614,7126.4110000000055,Utilization change +10%,105,utilization_change
PRV037,Provider Group 37,Emergency,53265.15,58591.66500000001,9892.94,16681.241000000005,9543,44,5326.515000000007,0.10000000000000012,0.5581593838415599,6788.301000000005,Utilization change +10%,106,utilization_change
PRV024,Provider Group 24,Emergency,53105.53,58416.083000000006,7088.98,13404.389000000005,9529,40,5310.553000000007,0.10000000000000013,0.5573043341378956,6315.409000000005,Utilization change +10%,107,utilization_change
PRV004,Provider Group 04,Emergency,53043.13,58347.44300000001,2760.0099999999993,9663.726000000006,9483,40,5304.313000000009,0.10000000000000017,0.5593496783718243,6903.716000000007,Utilization change +10%,108,utilization_change
PRV023,Provider Group 23,Emergency,52365.14,57601.654,11852.83,18804.206000000006,9511,40,5236.514000000003,0.10000000000000006,0.5505744926926719,6951.376000000006,Utilization change +10%,109,utilization_change
PRV019,Provider Group 19,Emergency,52072.07,57279.277,9248.66,15624.933000000006,9585,43,5207.207000000002,0.10000000000000005,0.5432662493479398,6376.2730000000065,Utilization change +10%,110,utilization_change
PRV004,Provider Group 04,Professional,50438.35,55482.185000000005,8429.99,14284.082000000004,9572,133,5043.835000000006,0.10000000000000013,0.5269363769327211,5854.092000000004,Utilization change +10%,111,utilization_change
PRV018,Provider Group 18,Professional,50403.19,55443.509000000005,7294.58,13215.643000000005,9582,147,5040.319000000003,0.10000000000000006,0.5260195157587145,5921.063000000006,Utilization change +10%,112,utilization_change
PRV032,Provider Group 32,Emergency,50224.28,55246.708000000006,10217.44,16155.259000000005,9557,44,5022.428000000007,0.10000000000000014,0.5255234906351373,5937.819000000005,Utilization change +10%,113,utilization_change
PRV006,Provider Group 06,Emergency,49837.65,54821.41500000001,10699.21,17157.914000000004,9516,43,4983.765000000007,0.10000000000000013,0.5237247793190423,6458.704000000005,Utilization change +10%,114,utilization_change
PRV008,Provider Group 08,Emergency,49460.73,54406.80300000001,11043.01,17301.151000000005,9518,38,4946.073000000004,0.10000000000000007,0.5196546543391473,6258.141000000005,Utilization change +10%,115,utilization_change
PRV033,Provider Group 33,Emergency,49357.9,54293.69,8871.429999999998,14898.511000000004,9456,49,4935.790000000001,0.10000000000000002,0.5219744077834181,6027.081000000006,Utilization change +10%,116,utilization_change
PRV014,Provider Group 14,Emergency,49319.69,54251.65900000001,13161.05,19961.732000000007,9553,48,4931.969000000005,0.10000000000000009,0.5162743640741133,6800.682000000008,Utilization change +10%,117,utilization_change
PRV010,Provider Group 10,Emergency,48637.77,53501.547000000006,7757.979999999999,13384.116000000004,9468,42,4863.777000000009,0.1000000000000002,0.513706907477821,5626.136000000005,Utilization change +10%,118,utilization_change
PRV017,Provider Group 17,Professional,47390.03,52129.033,7229.25,13359.565000000006,9599,139,4739.003000000004,0.10000000000000009,0.4936975726638196,6130.315000000006,Utilization change +10%,119,utilization_change
PRV021,Provider Group 21,Emergency,46387.62,51026.382000000005,7534.45,13144.350000000006,9546,50,4638.762000000002,0.10000000000000005,0.48593777498428686,5609.900000000006,Utilization change +10%,120,utilization_change
PRV029,Provider Group 29,Professional,46034.73,50638.203,2855.63,8315.395000000006,9559,167,4603.472999999998,0.09999999999999995,0.4815852076577046,5459.765000000006,Utilization change +10%,121,utilization_change
PRV013,Provider Group 13,Emergency,45861.32,50447.452000000005,11534.289999999999,17036.721000000005,9547,41,4586.132000000005,0.10000000000000012,0.48037414894731384,5502.431000000006,Utilization change +10%,122,utilization_change
PRV026,Provider Group 26,Professional,45828.07,50410.87700000001,6946.64,12460.582000000006,9612,163,4582.807000000008,0.10000000000000017,0.4767797544735755,5513.9420000000055,Utilization change +10%,123,utilization_change
PRV002,Provider Group 02,Professional,45492.71,50041.98100000001,7186.72,12557.275000000005,9588,161,4549.271000000008,0.10000000000000017,0.47447549019607926,5370.555000000005,Utilization change +10%,124,utilization_change
PRV010,Provider Group 10,Professional,45131.72,49644.89200000001,6413.94,11663.824000000004,9561,164,4513.172000000006,0.10000000000000013,0.47203974479657,5249.884000000005,Utilization change +10%,125,utilization_change
PRV034,Provider Group 34,Professional,44463.18,48909.49800000001,5649.27,10745.058000000005,9597,150,4446.318000000007,0.10000000000000014,0.4633029071584877,5095.788000000004,Utilization change +10%,126,utilization_change
PRV001,Provider Group 01,Professional,44230.340000000004,48653.374,6531.929999999999,11658.909000000003,9582,150,4423.034,0.09999999999999998,0.46159820496764764,5126.979000000004,Utilization change +10%,127,utilization_change
PRV005,Provider Group 05,Professional,44161.29,48577.419,4529.7,9639.115000000003,9609,179,4416.129000000001,0.10000000000000002,0.45958257883234477,5109.415000000004,Utilization change +10%,128,utilization_change
PRV012,Provider Group 12,Professional,43412.37,47753.607,6861.33,11874.694000000005,9552,152,4341.237000000001,0.10000000000000002,0.4544846105527639,5013.364000000005,Utilization change +10%,129,utilization_change
PRV009,Provider Group 09,Professional,42927.19,47219.90900000001,6480.91,11478.268000000005,9580,147,4292.719000000005,0.1000000000000001,0.44809175365344517,4997.358000000006,Utilization change +10%,130,utilization_change
PRV020,Provider Group 20,Professional,42530.82,46783.902,6887.450000000001,11957.639000000005,9595,145,4253.082000000002,0.10000000000000005,0.44326023970818157,5070.189000000004,Utilization change +10%,131,utilization_change
PRV036,Provider Group 36,Professional,42299.58,46529.538,6082.509999999999,11171.388000000004,9578,152,4229.957999999999,0.09999999999999996,0.4416326999373563,5088.878000000005,Utilization change +10%,132,utilization_change
PRV008,Provider Group 08,Professional,41337.37,45471.107,6152.25,11145.898000000005,9496,162,4133.737000000001,0.10000000000000002,0.43531350042123007,4993.648000000005,Utilization change +10%,133,utilization_change
PRV038,Provider Group 38,Professional,41175.47,45293.01700000001,7549.379999999999,12457.006000000003,9549,161,4117.547000000006,0.10000000000000014,0.43120190595873975,4907.626000000004,Utilization change +10%,134,utilization_change
PRV007,Provider Group 07,Professional,40596.96,44656.656,7485.51,12232.083000000004,9584,143,4059.6960000000036,0.10000000000000009,0.4235909849749586,4746.573000000004,Utilization change +10%,135,utilization_change
PRV006,Provider Group 06,Professional,40044.03,44048.433000000005,7039.37,12005.550000000005,9547,164,4004.4030000000057,0.10000000000000014,0.41944097622289783,4966.180000000005,Utilization change +10%,136,utilization_change
PRV039,Provider Group 39,Professional,39834.73,43818.203,5996.82,10760.390000000005,9583,150,3983.472999999998,0.09999999999999995,0.41568120630282773,4763.570000000005,Utilization change +10%,137,utilization_change
