service_month,service_category,claim_count,visits,unique_members,member_months,total_paid,total_allowed,claims_per_member,visits_per_1000_members,cost_per_visit,cost_per_member,pmpm
2024-07-01,Imaging,62,62,61,9136,41120.79,48458.77,1.0163934426229508,6.786339754816112,663.2385483870968,674.1113114754098,4.5009621278458845
2024-07-01,Inpatient,89,89,89,9137,468651.09,546531.7,1.0,9.74061508153661,5265.742584269663,5265.742584269663,51.29157163182664
2024-07-01,Lab,58,58,58,9129,4085.97,4941.31,1.0,6.35337934056304,70.44775862068965,70.44775862068965,0.4475813342096615
2024-07-01,Outpatient,178,178,176,9135,189210.23,222872.3,1.0113636363636365,19.485495347564314,1062.9788202247191,1075.058125,20.712668856048168
2024-07-01,Pharmacy,117,117,117,9131,19395.26,22734.51,1.0,12.813492498083452,165.77145299145297,165.77145299145297,2.1241112693023765
2024-07-01,Professional,269,269,265,9137,72481.09,83893.11,1.0150943396226415,29.440735471161215,269.4464312267658,273.5135471698113,7.932701105395644
2024-08-01,Emergency,70,70,70,9164,98382.92,116306.16,1.0,7.638585770405936,1405.4702857142856,1405.4702857142856,10.735805325185508
2024-08-01,Imaging,76,76,76,9165,39380.55,45737.08,1.0,8.2924168030551,518.1651315789474,518.1651315789474,4.296841243862521
2024-08-01,Inpatient,68,68,68,9163,350424.39,395865.85,1.0,7.421150278293135,5153.299852941177,5153.299852941177,38.243412637782384
2024-08-01,Lab,68,68,68,9159,4928.07,5807.07,1.0,7.424391309094879,72.47161764705882,72.47161764705882,0.5380576482148706
2024-08-01,Outpatient,193,193,187,9164,198504.92,241771.47,1.032085561497326,21.060672195547795,1028.5229015544041,1061.5236363636363,21.661383675250985
2024-08-01,Pharmacy,134,134,133,9164,22938.46,26763.27,1.0075187969924813,14.62243561763422,171.18253731343282,172.46962406015038,2.5031056307289394
2024-08-01,Professional,250,250,245,9162,62797.56,72743.64,1.0204081632653061,27.286618642217856,251.19024,256.3165714285714,6.854132285527177
2024-09-01,Emergency,81,81,81,9189,93411.03,115414.93000000001,1.0,8.81488736532811,1153.2225925925925,1153.2225925925925,10.16552726085537
2024-09-01,Imaging,68,68,68,9193,31288.86,36767.92,1.0,7.396932448602197,460.13029411764705,460.13029411764705,3.4035527031436965
2024-09-01,Inpatient,77,77,77,9188,376495.8,448084.7,1.0,8.380496299521115,4889.555844155844,4889.555844155844,40.97690465824989
2024-09-01,Lab,48,48,48,9191,3960.67,4575.91,1.0,5.222500272005223,82.51395833333333,82.51395833333333,0.4309291698400609
2024-09-01,Outpatient,181,181,180,9190,194258.29,225323.63999999998,1.0055555555555555,19.69532100108814,1073.2502209944753,1079.2127222222223,21.138007616974974
2024-09-01,Pharmacy,113,113,111,9190,17950.15,21104.14,1.018018018018018,12.295973884657236,158.85088495575224,161.7130630630631,1.9532263329706203
2024-09-01,Professional,272,272,270,9192,65720.89,76712.32,1.0074074074074073,29.590948651000872,241.62091911764705,243.4107037037037,7.149792210617928
2024-10-01,Emergency,68,68,68,9214,76545.58,87514.39,1.0,7.380073800738007,1125.670294117647,1125.670294117647,8.307529845886695
2024-10-01,Imaging,51,51,51,9218,25555.010000000002,28445.04,1.0,5.532653504013886,501.07862745098043,501.07862745098043,2.7722944239531353
2024-10-01,Inpatient,89,89,89,9221,453404.45,528139.61,1.0,9.651881574666522,5094.43202247191,5094.43202247191,49.17085457108774
2024-10-01,Lab,70,70,70,9221,4953.13,5870.06,1.0,7.59136753063659,70.759,70.759,0.5371575751003145
2024-10-01,Outpatient,185,185,185,9221,189333.39,229477.9,1.0,20.062899902396705,1023.4237297297298,1023.4237297297298,20.532847847305067
2024-10-01,Pharmacy,101,101,101,9220,14059.789999999999,17019.83,1.0,10.954446854663775,139.2058415841584,139.2058415841584,1.5249229934924078
2024-10-01,Professional,269,269,263,9220,60524.36,72580.81,1.0228136882129277,29.175704989154013,224.99762081784388,230.1306463878327,6.56446420824295
2024-11-01,Emergency,79,79,78,9244,84575.43,105000.65,1.0128205128205128,8.546083946343574,1070.5750632911393,1084.3003846153845,9.14922436174816
2024-11-01,Imaging,62,62,62,9219,29027.09,34985.93,1.0,6.725241349387136,468.17887096774194,468.17887096774194,3.148615901941642
2024-11-01,Inpatient,88,88,86,9249,485180.84,578641.75,1.0232558139534884,9.514542112660827,5513.418636363636,5641.637674418605,52.45765380041086
2024-11-01,Lab,62,62,62,9240,5105.15,5820.49,1.0,6.70995670995671,82.34112903225805,82.34112903225805,0.5525054112554112
2024-11-01,Outpatient,184,184,183,9249,184136.71,215443.33,1.005464480874317,19.894042599199913,1000.7429891304347,1006.2115300546448,19.908823656611524
2024-11-01,Pharmacy,118,118,118,9248,17925.81,22780.48,1.0,12.759515570934255,151.9136440677966,151.9136440677966,1.9383445069204153
2024-11-01,Professional,270,270,268,9245,64655.88,77176.96,1.007462686567164,29.204975662520283,239.4662222222222,241.25328358208955,6.993605191995673
2024-12-01,Emergency,68,68,67,9272,76840.38,93515.44,1.0149253731343284,7.333908541846419,1130.0055882352942,1146.871343283582,8.287357635893011
2024-12-01,Imaging,63,63,63,9259,36367.68,42443.11,1.0,6.804190517334485,577.2647619047619,577.2647619047619,3.9278194189437303
2024-12-01,Inpatient,70,70,68,9273,410615.94,491350.87,1.0294117647058822,7.548797584384773,5865.942,6038.469705882353,44.28080879974119
2024-12-01,Lab,39,39,39,9242,3022.01,3706.58,1.0,4.219865829906947,77.4874358974359,77.4874358974359,0.32698658299069466
2024-12-01,Outpatient,191,191,189,9276,201052.59,240535.81,1.0105820105820107,20.590771884432943,1052.6313612565446,1063.7703174603175,21.674492238033636
2024-12-01,Pharmacy,125,125,125,9277,19472.579999999998,22966.51,1.0,13.474183464482053,155.78063999999998,155.78063999999998,2.0990169235744314
2024-12-01,Professional,230,230,229,9277,55236.65,64736.64,1.0043668122270741,24.792497574646976,240.15934782608696,241.2080786026201,5.954150048507061
2025-01-01,Emergency,83,83,82,9303,103962.35,125850.72,1.0121951219512195,8.92185316564549,1252.5584337349399,1267.833536585366,11.17514242717403
2025-01-01,Imaging,69,69,69,9305,40307.51,45637.22,1.0,7.415368081676518,584.166811594203,584.166811594203,4.331811929070392
2025-01-01,Inpatient,108,108,107,9305,617321.35,728822.24,1.0093457943925233,11.606663084363245,5715.938425925926,5769.358411214953,66.3429715206878
2025-01-01,Lab,52,52,52,9305,4376.52,5036.63,1.0,5.588393336915637,84.16384615384617,84.16384615384617,0.47034067705534666
2025-01-01,Outpatient,176,176,173,9304,196086.51,238118.28,1.0173410404624277,18.916595012897677,1114.1278977272727,1133.448034682081,21.075506233877903
2025-01-01,Pharmacy,132,132,131,9303,22939.05,27236.54,1.0076335877862594,14.18897129958078,173.78068181818182,175.10725190839693,2.4657691067397614
2025-01-01,Professional,266,266,264,9305,67826.38,80935.53,1.0075757575757576,28.586781300376142,254.98639097744362,256.9181060606061,7.289240193444385
2025-02-01,Emergency,87,87,86,9332,132295.07,161847.04,1.0116279069767442,9.32276039434205,1520.632988505747,1538.3147674418606,14.176496999571368
2025-02-01,Imaging,60,60,60,9322,34071.64,41221.99,1.0,6.436387041407423,567.8606666666667,567.8606666666667,3.6549710362583134
2025-02-01,Inpatient,88,88,88,9329,496175.23,586987.36,1.0,9.432951012970307,5638.354886363636,5638.354886363636,53.186325436809945
2025-02-01,Lab,72,72,72,9331,6932.4,7873.58,1.0,7.716214767977709,96.28333333333333,96.28333333333333,0.742942878576787
2025-02-01,Outpatient,166,166,165,9332,199304.92,232889.05,1.006060606060606,17.788255465066438,1200.6320481927712,1207.9086060606062,21.357149592798972
2025-02-01,Pharmacy,103,103,103,9333,21554.8,24494.52,1.0,11.036108432444015,209.26990291262135,209.26990291262135,2.309525340190721
2025-02-01,Professional,254,254,252,9331,73025.55,86020.11,1.007936507936508,27.221090987032472,287.5021653543307,289.7839285714286,7.826122602079091
2025-03-01,Emergency,68,68,68,9357,101370.03,126696.58,1.0,7.267286523458373,1490.7357352941176,1490.7357352941176,10.83360371914075
2025-03-01,Imaging,66,66,66,9348,41420.44,49471.24,1.0,7.060333761232349,627.5824242424243,627.5824242424243,4.430941377834832
2025-03-01,Inpatient,95,95,94,9360,579992.45,684868.07,1.0106382978723405,10.14957264957265,6105.183684210526,6170.13244680851,61.965005341880335
2025-03-01,Lab,55,55,55,9360,4744.54,5483.72,1.0,5.876068376068376,86.26436363636364,86.26436363636364,0.5068952991452992
2025-03-01,Outpatient,205,205,200,9361,255203.57,302778.49,1.025,21.899369725456683,1244.8954634146342,1276.01785,27.262426022860808
2025-03-01,Pharmacy,127,127,126,9360,25144.13,29548.82,1.007936507936508,13.568376068376068,197.9852755905512,199.5565873015873,2.6863386752136753
2025-03-01,Professional,226,226,223,9360,61540.71,73494.25,1.0134529147982063,24.145299145299145,272.30402654867254,275.9673094170404,6.574862179487179
2025-04-01,Emergency,70,70,69,9388,99987.47,121207.34999999999,1.0144927536231885,7.456327226246272,1428.3924285714286,1449.093768115942,10.650561354921177
2025-04-01,Imaging,76,76,76,9387,45626.55,53524.67,1.0,8.096303398316822,600.3493421052632,600.3493421052632,4.86061041866411
2025-04-01,Inpatient,92,92,91,9387,591840.3,721243.46,1.010989010989011,9.800788324278257,6433.0467391304355,6503.739560439561,63.04892937040589
2025-04-01,Lab,59,59,59,9386,5564.84,6537.75,1.0,6.2859578095035165,94.3193220338983,94.3193220338983,0.5928872789260601
2025-04-01,Outpatient,171,171,171,9389,225046.34,268573.45,1.0,18.212802215358398,1316.0604678362572,1316.0604678362572,23.969149004153795
2025-04-01,Pharmacy,119,119,119,9388,24271.48,28588.92,1.0,12.675756284618663,203.9620168067227,203.9620168067227,2.5853728163613123
2025-04-01,Professional,237,237,235,9388,68147.69,80803.79,1.0085106382978724,25.244993608862377,287.54299578059073,289.990170212766,7.259021090754154
2025-05-01,Emergency,76,76,76,9403,115793.15,146476.29,1.0,8.082526853131979,1523.5940789473684,1523.5940789473684,12.314490056364988
2025-05-01,Imaging,53,53,53,9417,35034.3,41511.07,1.0,5.628119358606775,661.0245283018869,661.0245283018869,3.7203249442497612
2025-05-01,Inpatient,83,83,83,9415,601315.6,728977.86,1.0,8.815719596388742,7244.766265060241,7244.766265060241,63.867827934147634
2025-05-01,Lab,56,56,56,9403,5116.92,6260.03,1.0,5.955546102307774,91.37357142857142,91.37357142857142,0.5441795171753696
2025-05-01,Outpatient,186,186,185,9416,228407.53,270663.84,1.0054054054054054,19.7536108751062,1227.9974731182795,1234.6352972972973,24.257384239592184
2025-05-01,Pharmacy,118,118,118,9417,25098.5,28576.41,1.0,12.53052989274716,212.69915254237287,212.69915254237287,2.6652330890941913
2025-05-01,Professional,233,233,229,9417,67164.35,80330.08,1.017467248908297,24.742486991610917,288.2590128755365,293.2941048034935,7.132244876287566
2025-06-01,Emergency,88,88,88,9444,121869.04000000001,150619.48,1.0,9.318085556967388,1384.8754545454547,1384.8754545454547,12.904387971198645
2025-06-01,Imaging,68,68,68,9445,42280.0,48976.58,1.0,7.199576495500265,621.7647058823529,621.7647058823529,4.476442562202223
2025-06-01,Inpatient,86,86,86,9445,516712.98,619743.63,1.0,9.105346744309157,6008.290465116279,6008.290465116279,54.70756802541027
2025-06-01,Lab,61,61,60,9445,5259.82,6198.23,1.0166666666666666,6.458443620963473,86.22655737704918,87.66366666666666,0.5568893594494441
2025-06-01,Outpatient,193,193,192,9445,237816.48,285089.19,1.0052083333333333,20.434092112228694,1232.2097409326425,1238.6275,25.179087347803073
2025-06-01,Pharmacy,127,127,127,9444,25045.48,29579.12,1.0,13.447691656077932,197.20850393700786,197.20850393700786,2.651999152901313
2025-06-01,Professional,247,247,244,9445,73419.46,87442.74,1.0122950819672132,26.151402858655374,297.24477732793525,300.8994262295082,7.773367919534146
2025-07-01,Emergency,75,75,75,9472,99198.08,126265.93,1.0,7.918074324324325,1322.6410666666668,1322.6410666666668,10.47277027027027
2025-07-01,Imaging,72,72,72,9466,44297.85,51950.78,1.0,7.606169448552715,615.2479166666667,615.2479166666667,4.679679907035706
2025-07-01,Inpatient,82,82,82,9470,514752.04,611125.0,1.0,8.658922914466737,6277.463902439024,6277.463902439024,54.35607602956705
2025-07-01,Lab,70,70,70,9468,5823.94,6959.67,1.0,7.393324883819181,83.19914285714285,83.19914285714285,0.615118293198141
2025-07-01,Outpatient,155,155,155,9473,181706.82,217281.49,1.0,16.36229283226011,1172.3020645161291,1172.3020645161291,19.181549667475984
2025-07-01,Pharmacy,118,118,117,9461,22422.18,26955.69,1.0085470085470085,12.472254518549835,190.0184745762712,191.6425641025641,2.3699587781418456
2025-07-01,Professional,247,247,243,9473,70993.45,82756.16,1.0164609053497942,26.074105352053202,287.4228744939271,292.1541152263374,7.494294310144621
2025-08-01,Emergency,64,64,64,9493,74922.57,99160.39,1.0,6.741809754555988,1170.66515625,1170.66515625,7.892401769725061
2025-08-01,Imaging,67,67,67,9486,34789.02,41750.88,1.0,7.063040269871389,519.2391044776119,519.2391044776119,3.6674067046173304
2025-08-01,Inpatient,71,71,71,9497,423006.96,503041.18,1.0,7.47604506686322,5957.844507042254,5957.844507042254,44.54111403601137
2025-08-01,Lab,59,59,58,9493,6247.65,7146.52,1.0172413793103448,6.215105867481302,105.89237288135593,107.71810344827585,0.6581323080164331
2025-08-01,Outpatient,172,172,170,9500,187985.68,231272.41,1.011764705882353,18.105263157894736,1092.94,1105.7981176470587,19.787966315789472
2025-08-01,Pharmacy,114,114,113,9501,22063.78,25597.760000000002,1.008849557522124,11.998736975055259,193.5419298245614,195.25469026548672,2.322258709609515
2025-08-01,Professional,238,238,235,9501,60755.37,75517.89,1.0127659574468084,25.049994737396062,255.27466386554622,258.53348936170215,6.394628986422482
2025-09-01,Emergency,79,79,79,9517,101667.07,120550.06,1.0,8.30093516864558,1286.9249367088607,1286.9249367088607,10.682680466533572
2025-09-01,Imaging,72,72,72,9529,36681.04,43951.65,1.0,7.555882044285864,509.4588888888889,509.4588888888889,3.8494112708573827
2025-09-01,Inpatient,74,74,73,9525,459465.86,560538.9400000001,1.0136986301369864,7.769028871391076,6208.998108108108,6294.052876712329,48.23788556430446
2025-09-01,Lab,63,63,63,9529,4471.11,5114.53,1.0,6.611396788750131,70.97,70.97,0.4692108300975968
2025-09-01,Outpatient,182,182,179,9529,211429.93,254165.11000000002,1.0167597765363128,19.099590723055933,1161.702912087912,1181.1727932960894,22.188050162661348
2025-09-01,Pharmacy,119,119,118,9523,21397.43,25527.84,1.0084745762711864,12.49606216528405,179.8103361344538,181.3341525423729,2.2469211382967553
2025-09-01,Professional,220,220,219,9529,54637.44,66429.47,1.004566210045662,23.087417357540144,248.352,249.48602739726027,5.733806275579809
2025-10-01,Emergency,74,74,74,9557,84303.26,104617.16,1.0,7.743015590666527,1139.2332432432431,1139.2332432432431,8.821100763838023
2025-10-01,Imaging,74,74,73,9552,37298.49,46426.84,1.0136986301369864,7.747068676716918,504.03364864864864,510.93821917808214,3.9047832914572864
2025-10-01,Inpatient,66,66,66,9552,353695.62,405864.46,1.0,6.909547738693468,5359.024545454546,5359.024545454546,37.02843592964824
2025-10-01,Lab,51,51,51,9544,4415.41,5157.02,1.0,5.343671416596814,86.57666666666667,86.57666666666667,0.46263725901089686
2025-10-01,Outpatient,181,181,179,9555,192468.34,237120.58,1.011173184357542,18.94296180010466,1063.360994475138,1075.2421229050278,20.14320669806384
2025-10-01,Pharmacy,103,103,102,9557,16632.29,20034.38,1.0098039215686274,10.777440619441247,161.4785436893204,163.06166666666667,1.7403254159254997
2025-10-01,Professional,224,224,218,9553,55735.44,67140.96,1.0275229357798166,23.448131477022926,248.8189285714286,255.66715596330278,5.834338951114833
2025-11-01,Emergency,79,79,79,9585,144374.2,192618.58,1.0,8.242044861763171,1827.521518987342,1827.521518987342,15.062514345331248
2025-11-01,Imaging,69,69,68,9584,33025.63,41868.02,1.0147058823529411,7.1994991652754585,478.63231884057967,485.67102941176466,3.445912979966611
2025-11-01,Inpatient,66,66,66,9585,497563.94,620386.59,1.0,6.885758998435055,7538.847575757576,7538.847575757576,51.91068753260303
2025-11-01,Lab,47,47,47,9574,3645.04,4639.86,1.0,4.90912889074577,77.5540425531915,77.5540425531915,0.3807227908919992
2025-11-01,Outpatient,170,170,166,9584,202693.11,238783.34,1.0240963855421688,17.737896494156928,1192.3124117647058,1221.0428313253012,21.149114148580967
2025-11-01,Pharmacy,136,136,135,9583,24791.17,29341.01,1.0074074074074073,14.191797975581759,182.28801470588235,183.6382962962963,2.586994678075759
2025-11-01,Professional,246,246,242,9583,64759.66,78396.73,1.0165289256198347,25.670458102890535,263.25065040650406,267.6019008264463,6.757764791818846
2025-12-01,Emergency,61,61,60,9603,82768.79000000001,101368.59,1.0166666666666666,6.352181609913568,1356.8654098360657,1379.4798333333335,8.619055503488495
2025-12-01,Imaging,79,79,78,9599,47201.58,56499.61,1.0128205128205128,8.230023960829252,597.4883544303798,605.1484615384616,4.917343473278467
2025-12-01,Inpatient,87,87,85,9607,508841.85,600533.19,1.0235294117647058,9.055896741958987,5848.756896551724,5986.374705882353,52.96573852399292
2025-12-01,Lab,50,50,50,9608,4191.05,5362.37,1.0,5.203996669442132,83.821,83.821,0.43620420482930894
2025-12-01,Outpatient,206,206,204,9613,257126.55,290794.43,1.0098039215686274,21.429314469988558,1248.18713592233,1260.4242647058823,26.74779465307396
2025-12-01,Pharmacy,121,121,121,9610,23560.79,26990.03,1.0,12.591050988553588,194.71727272727273,194.71727272727273,2.4516951092611863
2025-12-01,Professional,264,264,259,9612,69592.23,83149.6,1.0193050193050193,27.465667915106117,263.6069318181818,268.6958687258687,7.240140449438202
