provider_id,provider_name,service_category,claim_count,unique_members,total_paid,member_months,visits_per_1000_members,cost_per_visit
PRV027,Provider Group 27,Imaging,41,41,22884.25,9537,4.299045821537171,558.1524390243902
PRV008,Provider Group 08,Inpatient,41,41,246361.28,9542,4.296793125131,6008.811707317073
PRV013,Provider Group 13,Emergency,41,41,45861.32,9547,4.294542788310464,1118.5687804878048
PRV037,Provider Group 37,Inpatient,41,41,191901.28,9586,4.277070728145212,4680.519024390243
PRV020,Provider Group 20,Imaging,40,40,23076.05,9375,4.266666666666667,576.90125
PRV032,Provider Group 32,Lab,40,40,3172.2799999999997,9416,4.248088360237893,79.30699999999999
PRV006,Provider Group 06,Lab,40,39,3524.3,9474,4.222081486172683,88.1075
PRV004,Provider Group 04,Emergency,40,40,53043.13,9483,4.218074449014026,1326.07825
PRV023,Provider Group 23,Emergency,40,40,52365.14,9511,4.205656608137946,1309.1285
PRV024,Provider Group 24,Emergency,40,40,53105.53,9529,4.19771224682548,1327.63825
PRV001,Provider Group 01,Imaging,40,40,26939.97,9529,4.19771224682548,673.4992500000001
PRV001,Provider Group 01,Emergency,40,40,70253.33,9563,4.18278782808742,1756.3332500000001
PRV036,Provider Group 36,Emergency,40,40,53390.31,9580,4.17536534446764,1334.75775
PRV026,Provider Group 26,Imaging,40,40,24174.1,9580,4.17536534446764,604.3525
PRV017,Provider Group 17,Emergency,39,39,64058.72,9451,4.126547455295736,1642.531282051282
PRV005,Provider Group 05,Lab,39,39,3168.96,9497,4.106559966305149,81.25538461538461
PRV011,Provider Group 11,Imaging,38,38,19956.71,9445,4.023292747485442,525.1765789473684
PRV039,Provider Group 39,Lab,38,38,3290.25,9478,4.009284659210804,86.58552631578948
PRV001,Provider Group 01,Lab,38,38,3606.51,9509,3.996214112945631,94.90815789473685
PRV008,Provider Group 08,Emergency,38,38,49460.73,9518,3.992435385585207,1301.598157894737
PRV019,Provider Group 19,Lab,38,38,2062.29,9539,3.9836460844952297,54.27078947368421
PRV012,Provider Group 12,Imaging,38,38,19308.36,9547,3.9803079501414054,508.1147368421053
PRV021,Provider Group 21,Lab,38,38,2237.24,9555,3.976975405546834,58.87473684210526
PRV035,Provider Group 35,Imaging,38,38,18627.31,9583,3.965355316706668,490.19236842105266
PRV038,Provider Group 38,Imaging,38,37,23408.39,9584,3.9649415692821366,616.0102631578948
PRV006,Provider Group 06,Inpatient,38,38,221242.38,9604,3.9566847147022073,5822.167894736842
PRV017,Provider Group 17,Lab,38,38,3751.16,9608,3.9550374687760206,98.71473684210525
PRV021,Provider Group 21,Imaging,37,36,12629.6,9422,3.9269794098917425,341.34054054054053
PRV034,Provider Group 34,Lab,37,36,2804.63,9464,3.909551986475064,75.80081081081082
PRV027,Provider Group 27,Lab,37,37,2801.7,9506,3.8922785609088995,75.72162162162162
PRV023,Provider Group 23,Lab,37,37,3238.83,9548,3.875157100963553,87.53594594594594
PRV028,Provider Group 28,Inpatient,36,36,177132.61,9446,3.811136989201778,4920.350277777778
PRV006,Provider Group 06,Imaging,36,36,16181.16,9475,3.799472295514512,449.4766666666667
PRV022,Provider Group 22,Inpatient,36,35,204240.66,9551,3.7692388231598786,5673.3516666666665
PRV008,Provider Group 08,Lab,36,36,2705.93,9560,3.7656903765690375,75.16472222222222
PRV004,Provider Group 04,Imaging,36,36,28185.81,9578,3.7586134892461893,782.9391666666667
PRV031,Provider Group 31,Lab,36,36,2316.03,9596,3.751563151313047,64.33416666666668
PRV016,Provider Group 16,Lab,35,35,2645.62,9466,3.6974434819353474,75.58914285714286
PRV018,Provider Group 18,Lab,35,35,3706.82,9483,3.690815142887272,105.90914285714287
PRV030,Provider Group 30,Imaging,35,34,15596.880000000001,9530,3.6726128016789086,445.62514285714286
PRV030,Provider Group 30,Lab,35,35,3079.9900000000002,9599,3.646213147202834,87.99971428571429
PRV003,Provider Group 03,Lab,34,34,2269.82,9423,3.608192719940571,66.75941176470589
PRV015,Provider Group 15,Lab,34,34,2739.67,9449,3.5982643665996403,80.5785294117647
PRV015,Provider Group 15,Imaging,34,34,18496.01,9540,3.5639412997903563,544.0002941176471
PRV015,Provider Group 15,Emergency,34,34,30738.94,9548,3.5609551738583995,904.0864705882352
PRV014,Provider Group 14,Lab,34,34,2488.63,9575,3.5509138381201044,73.19500000000001
PRV031,Provider Group 31,Emergency,34,34,35030.28,9595,3.543512245961438,1030.3023529411764
PRV013,Provider Group 13,Imaging,33,32,11265.14,9516,3.467843631778058,341.3678787878788
PRV020,Provider Group 20,Lab,33,33,3529.38,9542,3.4583944665688535,106.9509090909091
PRV025,Provider Group 25,Imaging,33,33,19101.35,9566,3.449717750365879,578.8287878787878
PRV029,Provider Group 29,Lab,33,33,2980.75,9574,3.446835178608732,90.32575757575758
PRV038,Provider Group 38,Lab,32,32,2719.68,9466,3.3805197549123176,84.99
PRV019,Provider Group 19,Imaging,32,32,17334.34,9470,3.37909186906019,541.698125
PRV033,Provider Group 33,Lab,32,31,2000.04,9474,3.3776651889381464,62.50125
PRV028,Provider Group 28,Lab,31,31,2122.76,9526,3.2542515221499055,68.47612903225807
PRV016,Provider Group 16,Imaging,31,31,14381.38,9536,3.2508389261744965,463.9154838709677
PRV035,Provider Group 35,Lab,31,31,3304.88,9585,3.2342201356285862,106.60903225806452
PRV037,Provider Group 37,Lab,30,30,2645.31,9460,3.171247357293869,88.17699999999999
PRV007,Provider Group 07,Lab,30,30,2973.67,9483,3.1635558367605188,99.12233333333333
PRV024,Provider Group 24,Lab,30,30,2677.05,9493,3.1602233224481195,89.235
PRV037,Provider Group 37,Imaging,30,30,13633.0,9528,3.1486146095717884,454.43333333333334
PRV033,Provider Group 33,Imaging,30,30,14484.039999999999,9540,3.1446540880503147,482.8013333333333
PRV012,Provider Group 12,Lab,30,30,2370.72,9607,3.1227230144686167,79.02399999999999
PRV024,Provider Group 24,Imaging,29,29,18163.05,9464,3.064243448858833,626.3120689655173
PRV034,Provider Group 34,Imaging,28,28,14920.220000000001,9581,2.9224506836447133,532.865
PRV004,Provider Group 04,Lab,27,26,3008.31,9511,2.8388182104931134,111.41888888888889
PRV002,Provider Group 02,Lab,26,26,2299.39,9418,2.7606710554257803,88.43807692307692
PRV010,Provider Group 10,Lab,26,26,1750.93,9530,2.728226652675761,67.34346153846154
PRV002,Provider Group 02,Imaging,26,26,15352.68,9599,2.7086154807792475,590.4876923076923
PRV011,Provider Group 11,Lab,25,25,2193.98,9600,2.6041666666666665,87.7592
PRV022,Provider Group 22,Lab,23,23,1822.51,9456,2.4323181049069373,79.2395652173913
